sentence,correct_phonemes,incorrect_phonemes,incorrect_phonemes_list,per,has_loanword,duration_seconds,total_expected_phonemes,total_recognized_phonemes
Ich habe heute Lasagne gegessen.,21,5,"aː→ɑː, ɔ→aʊ, +s, ə→ɛ, -z",0.2,False,2.080078125,25,25
Jeder im Dorf weiß von seiner Charakterschwäche.,24,11,"ɐ→ɜ, ʁ→ɾ, ɐ→ɜ, ç→k, ɑː→a, ɾ→r, -ɛ, -ɾ, -s, t→ɜ, s→ʃ",0.3142857142857143,False,2.900390625,35,32
Frau Weber ist mit einer einzigartigen Gabe gesegnet.,29,15,"ʁ→ɾ, eː→iː, ɐ→ə, -a, e→aɪ, -ɛː, -ɐ, a→ɜ, e→aɪ, -t, s→ts, iː→ɪ, -ɡ, aː→ɑː, ɛ→eː",0.3409090909090909,False,3.91015625,44,39
Dein Kontingent ist fast erschöpft.,20,7,"-d, ŋ→n, +ɡ, aː→a, ɛː→ɛ, ɐ→ɾ, œ→ə",0.2692307692307692,False,2.599609375,26,26
Versuche an Menschen verbieten sich aus ethischen Gründen.,29,14,"ɛː→ɛ, ɐ→ɾ, ʊ→uː, -z, ç→ʃ, ɛː→ɛ, ɐ→ɾ, i→iː, -ə, ɛ→eː, +ɾ, ʀ→y, +ə, n̩→n",0.34146341463414637,False,3.5703125,41,41
Maja kriegt ihren Spind nicht mehr auf.,22,5,"aː→ɑː, ʁ→ɾ, i→iː, ɾ→r, ɐ→ɾ",0.18518518518518517,False,2.439453125,27,27
"Was bevorzugst du, Nord-Stream-Pipeline-Gas oder Fracking-Gas aus den Vereinigten Staaten?",44,25,"oː→ɔ, -ɐ, t→ɾ, s→ts, ʃ→s, ː→uː, ʁ→ɾ, ʃ→s, ʁ→ɹ, iː→a, p→l, e→p, ɪ→aɪ, -ə, aː→ɑː, ɐ→ɜ, ʁ→ɹ, a→ɛ, cʰ→k, aː→ɑː, -ɛː, ɐ→ɛ, a→ɾ, e→aɪ, aː→ɑː",0.36231884057971014,True,6.48828125,69,66
"Okay, ich werde dich in fünfzehn Minuten daran erinnern",27,15,"o→oː, eː→ɛ, n→y, f→n, t→f, s→ts, i→iː, +ə, n̩→n, ʁ→r, ɛː→ɛ, ɐ→ɾ, -n, -ɛ, ɾ→ɜ",0.36585365853658536,True,4.078125,41,40
"Wie die Geschichte uns zeigt, sind die Deutschen begeisterungsfähig.",37,9,"-t, s→ts, ɔ→aʊ, ø→t, tʃ→ʃ, aj→aɪ, ʁ→ɾ, eː→ɛ, ç→k",0.1956521739130435,False,3.970703125,46,45
"Kommt drauf an, welchen Maßstab man anlegt.",28,6,"+t, a→r, o→aʊ, s→ʃ, ɑː→a, ɛ→iː",0.18181818181818182,False,3.119140625,33,34
"Blasses Violettrot,",12,4,"-z, oː→o, ɛ→e, -ɾ",0.25,False,1.7900390625,16,14
Die Welt ist ungerecht.,16,1,ɾ→r,0.058823529411764705,False,1.6904296875,17,17
Das klingt sehr gut.,13,1,e→eː,0.07142857142857142,False,1.4404296875,14,14
Wir warten lieber noch ein bisschen.,19,6,"ɐ→ɾ, ʁ→ɾ, ɐ→ɜ, -ɛ, ɪ→aɪ, ç→j",0.24,False,2.08984375,25,24
Hier gehen täglich zweihundert Gigabyte über die Leitung.,30,12,"ɐ→ɾ, ɛː→eː, -t, s→ts, ɐ→ɜ, a→ɜ, -a, i→aɪ, yː→y, ɐ→ɜ, -ə, iː→aɪ",0.2857142857142857,False,3.650390625,42,39
"Es gab kein Fernsehen, keinen Computer, ja, nicht mal ein Telefon!",37,12,"eː→ɛ, aː→ɑː, ʁ→ɾ, -., -ə, ɐ→ɜ, +j, ː→ɑː, aː→ɑː, -ɛ, ɪ→aɪ, ə→ɪ",0.25,True,5.44140625,48,46
Dann Kauf doch Neues!,13,2,"+t, ø→j",0.14285714285714285,False,1.6298828125,14,15
Aber ob ihr Gastgeber damit einverstanden wäre?,27,10,"-e, ɾ→ɜ, ɐ→ɾ, e→eː, ɐ→ə, ɐ→ɾ, +ə, n̩→n, ɛː→eː, ʀ→r",0.2777777777777778,False,3.08984375,36,36
"Das ist eine Sendung, bei der Kinder zugucken.",29,5,"+k, ɐ→ɾ, -ɐ, t→ɜ, s→ts",0.15151515151515152,False,2.9609375,33,33
Brot kann schimmeln. Und was kannst du?,21,4,"ʁ→r, l̩→ə, +d, ː→uː",0.16666666666666666,False,3.689453125,24,25
Die wunderbare Mycroft A.I. community mit team.,26,11,"-ɛ, ɾ→ɜ, a→ɑː, ɽ→r, -a, i→aɪ, ʁ→ʃ, kʰ→k, tʰ→t, ɪ→iː, -m",0.2972972972972973,True,4.01953125,37,34
Ich habe einen Schutzschild.,14,5,"aː→ɑː, -a, e→aɪ, -t, s→ts",0.2631578947368421,False,1.6201171875,19,17
Bruchrechnung zählt nicht zur höheren Mathematik.,25,14,"ʁ→r, ʊ→uː, ɾ→r, +ç, -t, s→ts, -t, s→ts, ɐ→ɾ, øː→ø, ɐ→ə, +r, ə→ɛ, ɪ→iː",0.3783783783783784,False,3.830078125,37,37
Lassen wir das!,10,2,"-z, ɐ→ɾ",0.16666666666666666,False,0.93017578125,12,11
Dein Kostüm wird auf der Party ein echter Hingucker sein.,29,11,"j→uː, ʁ→ɾ, eː→ɛ, ɐ→ɾ, -j, ɛ→iː, ɪ→aɪ, ɐ→ɜ, ç→h, kʰ→k, ɐ→ɜ",0.275,True,4.0390625,40,39
Bei der Bundeswehr sieht es nicht besser aus.,24,6,"eː→ɛ, ɐ→ɾ, +s, ɐ→ɾ, eː→ɛ, ɐ→ɜ",0.20689655172413793,False,3.099609375,29,30
Ihr nehmt die Fähre von Frederikshavn nach Göteborg um sieben Uhr morgens.,36,20,"ɐ→ɾ, e→eː, ɛ→eː, ɾ→r, ʁ→ɾ, ʁ→r, iː→ɪ, +s, ʃ→h, v→f, +ə, aː→a, øː→ø, e→ə, ɔ→oː, +ə, m̩→n, ɐ→ɾ, ɛ→ə, s→ts",0.37735849056603776,False,5.58984375,53,56
Reich mir den mal rüber.,9,8,"ɾ→r, -a, e→aɪ, æ→ɾ, aː→a, ʁ→r, +uː, ɐ→ə",0.5,False,1.4501953125,16,16
Sparen Sie sich die schönen Worte!,19,4,"aː→ɑː, +r, ɐ→ə, øː→ø",0.18181818181818182,False,2.16015625,22,23
"Sobald ich den ersten Satz gesprochen habe, ist die Aufregung verflogen.",41,16,"-z, +ɾ, ɐ→ɾ, +ə, n̩→n, -t, s→ts, ʁ→ɾ, +ə, n̩→n, aː→ɑː, ʀ→r, f→k, ɛː→f, ɐ→ɛ, +ɾ",0.3018867924528302,False,4.80859375,53,55
Die Bedeutung von Bass- und Violinschlüssel wird beim Betrachten der Grafik sofort klar.,48,18,"-ɔ, ø→oɪ, ɪ→iː, ɔ→oː, +y, -l, ʁ→ɾ, ʁ→ɾ, χ→x, eː→ɛ, ɐ→ɾ, ɑː→a, i→ɪ, ɔ→oː, oː→ɔ, ɐ→ɾ, aː→a, ɐ→ɾ",0.27692307692307694,False,6.87109375,65,64
Der Pförtner war leicht aufs Kreuz zu legen.,20,13,"eː→ɛ, ɐ→ɾ, ɐ→ə, aː→ɑː, ɐ→ɾ, -ʁ, -ɔ, t→ɾ, s→oɪ, t→ts, s→ts, +ə, ŋ̩→n",0.40625,False,3.119140625,32,31
Vielleicht reicht es ja noch für Silber.,16,10,"i→iː, ɾ→r, -a, e→aɪ, eː→ɛ, +j, ː→a, yː→y, ɐ→ɾ, ɐ→ə",0.4,False,2.619140625,25,25
So ein Monstrum von Computer will ich nicht immer mit mir herumschleppen.,46,9,"-ɛ, ɪ→aɪ, ʁ→ɾ, +ɜ, ɐ→ɾ, ɐ→ɜ, æ→ɾ, ɾ→r, -p",0.16666666666666666,True,4.87109375,54,53
Unterschiedliche Schreibweisen verlangen unterschiedliche Aussprache.,39,14,"-ɛ, -ɾ, z→ɜ, ç→ʃ, -a, e→aɪ, -a, e→aɪ, ʁ→ɾ, ɛ→ɜ, -z, -ç, ʁ→ɾ, aː→ɑː",0.2641509433962264,False,4.23046875,53,47
Jedes Teammitglied ist für das ganze Team mitverantwortlich.,39,10,"tʰ→t, +m, ɡ→t, ɐ→ɾ, -t, s→ts, ɛː→ɛ, ɐ→ɾ, -t, v→f",0.20833333333333334,True,3.849609375,48,47
Unliebsame Kritiker werden für vogelfrei erklärt.,26,14,"aː→ɑː, l→m, ʁ→ɾ, ɐ→ɜ, eː→ɛ, ɐ→ɾ, +ə, n̩→n, ɐ→ɾ, ʁ→r, aj→aɪ, ɛː→ɛ, ɐ→ɾ, ɛ→eː",0.358974358974359,False,3.849609375,39,40
Nicht zu fassen!,10,3,"t→ts, -s, -z",0.23076923076923078,False,1.2998046875,13,11
Dann ist Programmieren genau das Richtige für dich.,30,8,"+t, ʀ→ɾ, o→oː, ʀ→ɾ, ʀ→r, ɾ→r, yː→y, ɐ→ɾ",0.21621621621621623,False,3.5,37,38
Was ist der Plural von Globus?,20,4,"eː→ɛ, ɐ→ɾ, ɐ→r, u→o",0.16666666666666666,False,2.400390625,24,24
Maisgelb,7,0,,0.0,False,1.0400390625,7,7
Danke vielmals!,11,1,aː→ɑː,0.08333333333333333,False,1.169921875,12,12
für einmalige Alarme:,12,6,"yː→uː, -ɐ, a→ɾ, e→aɪ, a→ɑː, ɑː→a",0.3333333333333333,False,1.8203125,18,17
Das ist doch egal wenn der Joghurt schon abgelaufen ist.,32,9,"e→eː, aː→a, eː→ɛ, ɐ→ɾ, oː→uː, ʊ→uː, ʁ→ɾ, -a, o→aʊ",0.21951219512195122,False,3.830078125,41,40
Unermüdlich kämpft der Held gegen jede Art von Ungerechtigkeit.,41,12,"ɐ→ɾ, yː→uː, -p, eː→ɛ, ɐ→ɾ, e→eː, -., ʁ→ɾ, ɾ→r, -k, -ə, iː→aɪ",0.22641509433962265,False,4.3984375,53,49
"Das ist die sauberste Männer-Wohngruppe, die ich je gesehen habe!",35,10,"-a, o→aʊ, -ɛ, ɾ→ɜ, ɐ→ɜ, ʁ→r, pʰ→p, +j, ː→eː, aː→ɑː",0.22727272727272727,False,4.80078125,44,43
Vor der Erstaufnahmestelle stehen sich die Syrer die Füße platt.,35,12,"ɐ→ɾ, eː→ɛ, ɐ→ɾ, eː→ɛ, +ɾ, ɐ→ɾ, aː→ɑː, -., yː→uː, ɾ→r, ɐ→ɜ, yː→y",0.2608695652173913,False,4.1796875,46,46
Schönes Ding!,7,1,øː→ɜː,0.125,True,0.7001953125,8,8
Gelegentlich ist mir die Autokorrektur zu intelligent.,31,12,"æ→ɾ, tʰ→t, ɔ→oː, kʰ→k, ɔ→oː, ʁ→r, tʰ→t, -ɐ, t→ɾ, s→ts, ɛ→ɪ, i→iː",0.27906976744186046,False,3.880859375,43,42
Habe ich mich erschrocken!,13,4,"aː→ɑː, ɛː→ɛ, ɐ→ɾ, ɾ→r",0.23529411764705882,False,1.5498046875,17,17
Erstaunlicherweise fehlt den Makrelen die Schwimmblase.,33,12,"ɛː→ɛ, ɐ→ɾ, -a, o→aʊ, ɛ→ɜ, -a, e→aɪ, e→eː, +t, ʁ→r, -m, ɑ→ɑː",0.2727272727272727,False,3.849609375,44,42
Alle Anschaffungen muss der arme Schlucker aus eigener Tasche bezahlen.,36,13,"-f, eː→ɛ, ɐ→ɾ, e→ə, kʰ→k, ɐ→ɜ, -ə, ɪ→aɪ, +n, ɐ→ə, -t, s→ts, aː→ɑː",0.2708333333333333,False,4.30859375,48,46
"Ich würde sagen, wir sind auf alle Eventualitäten vorbereitet.",35,14,"+yː, aː→ɑː, ɐ→ɾ, ɛ→eː, tʰ→t, ʊ→uː, ɪ→iː, tʰ→t, eː→ɛ, tʰ→t, ɐ→ɾ, ɾ→r, -ə, iː→aɪ",0.2916666666666667,False,4.23046875,48,48
Ihr habt euch ja wirklich Gedanken über Erziehung gemacht.,30,11,"ɐ→ɾ, aː→a, -ɔ, ø→aʊ, ː→ɜ, ʁ→ɾ, yː→y, ɐ→ɜ, -ɐ, t→ɾ, s→ts",0.2682926829268293,False,3.369140625,41,39
Den ganzen Abend flirtete Charlotte mit dem Barkeeper in der Hoffnung auf ein Freigetränk.,51,19,"-t, s→ts, aː→a, ɪ→œ, +ɾ, tʰ→t, aː→ɑː, ɐ→ɾ, +k, cʰ→h, pʰ→p, ɐ→ə, eː→ɛ, ɐ→ɾ, -ɛ, ɪ→aɪ, ʁ→ɾ, aj→aɪ, ʁ→ɾ",0.27941176470588236,True,6.19140625,68,68
"Schon mal gesehen, dass ein Polizist sein Auto beim Aussteigen abschließt?",43,9,"aː→ɑː, +n, -ɛ, ɪ→aɪ, i→iː, -t, s→ts, +ə, ŋ̩→n",0.18,False,5.08984375,50,50
Das könnte ich gerade gut gebrauchen.,22,6,"œ→ɛ, ʁ→r, aː→ɑː, -ʁ, a→ɾ, o→aʊ",0.21428571428571427,False,2.630859375,28,27
"Da es erst Frühling ist, war es gar nicht so leicht, Brennesseln zu finden.",40,14,"+d, ː→ɑː, eː→ɛ, ʀ→r, yː→y, +k, aː→ɑː, ɐ→ɾ, eː→ɛ, aː→ɑː, ɐ→ɾ, ʁ→r, -t, s→ts",0.2692307692307692,True,5.4296875,52,53
Wie nennt man den Kopfschmuck eines Indianer-Häuptlings?,35,6,"n→t, i→iː, a→ɑː, ɐ→ɜ, -ɔ, ø→oɪ",0.14634146341463414,False,3.7890625,41,40
Es soll ja auch nicht zu einfach sein.,19,5,"eː→ɛ, +j, ː→ɑː, -t, s→ts",0.21739130434782608,False,2.44921875,23,23
Zwei weitere Bohrungen sind noch ausstehend.,22,11,"-t, s→ts, -ə, iː→aɪ, ɐ→ə, ə→r, o→oː, ɾ→r, -a, o→aʊ, ɛ→ə",0.3333333333333333,False,3.080078125,33,30
Dort roch es wie in einer Teppichausstellung.,23,9,"ʁ→ɾ, ɾ→r, eː→ɛ, +s, -a, e→aɪ, -ɛː, ɐ→ɜ, ə→ɛ",0.2903225806451613,False,2.91015625,31,30
"Okay, dann haltet mich auf dem Laufenden!",25,4,"o→oː, -a, o→aʊ, ɛ→ə",0.13793103448275862,True,2.7109375,29,28
"Aber ich glaube, es ist auch eine Aufforderung an alle, wobei ich diese pauschale Verurteilung völlig falsch finde.",57,27,"-e, ɾ→ɜ, -a, o→aʊ, eː→ɛ, -aʊ, -a, o→aʊ, ɐ→ə, +r, +k, o→oː, i→iː, -ə, s→z, -a, o→aʊ, a→ɑː, ɛː→ɛ, ɐ→ɾ, ʊ→uː, -ə, iː→aɪ, +k, v→f, -l, ç→ɡ",0.3333333333333333,False,8.046875,81,76
Christina Habeck?,8,5,"ç→k, ɾ→r, ɪ→i, i→iː, ɑ→a",0.38461538461538464,False,1.240234375,13,13
"Fährst du rückwärts gegen einen Baum, verkürzt du so deinen Kofferraum.",34,24,"+d, ː→uː, ʁ→r, +y, -ʁ, t→ɾ, s→ts, e→eː, -., -a, e→aɪ, -a, o→aʊ, ɛː→ɛ, ɐ→ɾ, +y, +d, ː→uː, -f, -ɛ, ɾ→ɜ, ɾ→r, -a, o→aʊ",0.4444444444444444,False,4.37890625,54,51
Auf diese Weise landen ganz schnell unerwünschte Dreingaben auf der Festplatte.,43,16,"i→iː, -ə, s→z, ɛː→ɛ, ɐ→ɾ, n→y, -s, t→n, s→ʃ, ɾ→r, a→aɪ, e→n, ŋ→ɡ, ɑ→ɑː, eː→ɛ, ɐ→ɾ",0.2711864406779661,False,5.80078125,59,57
Dann habe ich eine gute Nachricht für euch.,22,7,"aː→ɑː, e→ə, aː→ɑː, -ʁ, -ɐ, ɔ→ɾ, ø→aʊ",0.2413793103448276,False,2.9296875,29,27
"Ich sagte es ja schon: Natürlich müssen die Menschen und dazu dient unsere Entwicklungszusammenarbeit auch Zugang zu Bildung bekommen, Zugang zu Lebensmitteln, zu sauberem Wasser.",101,38,"aː→ɑː, eː→ɛ, +j, +ɑː, ː→ɾ, yː→y, ʁ→ɾ, +y, -z, ç→ʃ, -t, s→ts, u→uː, i→iː, -ɛ, ɐ→ə, +r, ʁ→ɾ, aj→aɪ, -t, s→ts, -t, s→ts, -t, s→ts, -t, s→ts, ɛ→ə, ɛ→ə, -l, -t, s→ts, -a, o→aʊ, ɐ→ə, +r, -., ɐ→ɜ",0.2835820895522388,False,11.0390625,134,128
Was hältst du von einer Übergangsgesellschaft?,25,9,"-t, t→d, ː→uː, -a, e→aɪ, -ɛː, ɐ→ɜ, yː→uː, ɐ→ɜ",0.2647058823529412,False,2.75,34,31
Was könnte man alternativ zu Sätze sagen?,28,6,"ɑ→a, -t, s→ts, -t, s→ts, aː→ɑː",0.17647058823529413,False,2.7890625,34,32
etwas,5,0,,0.0,False,0.6298828125,5,5
Doktor Hinze ist eine Koryphäe auf seinem Gebiet.,29,8,"ɐ→ɾ, ç→h, kʰ→k, ɔ→oː, ʁ→r, +iː, i→iː, -ə",0.2222222222222222,False,3.359375,36,36
Hat das denn nie ein Ende?,16,2,"-ɛ, ɪ→aɪ",0.1111111111111111,False,1.7900390625,18,17
Die Brechstange ist zum Kotzen!,18,6,"ʁ→r, s→ʃ, -t, s→ts, -t, s→ts",0.25,False,2.240234375,24,22
Das passt wie die Faust aufs Auge.,19,3,"pʰ→p, -a, o→aʊ",0.13636363636363635,False,2.529296875,22,21
Lass dich nicht wieder breitschlagen.,18,6,"ɐ→ɜ, ʁ→r, a→aɪ, e→t, tʃ→ʃ, ɑ→ɑː",0.25,False,1.83984375,24,24
Bei euch ist sie gut aufgehoben.,19,5,"-ɔ, ø→aʊ, +t, -a, o→aʊ",0.21739130434782608,False,2.279296875,23,22
Der Kryptochef propagiert Vollbitverschlüsselung.,28,10,"eː→ɛ, ɐ→ɾ, +ɾ, ʁ→y, tʰ→t, ɔ→oː, cʰ→ʃ, ɑ→a, ɐ→ɾ, +y",0.2777777777777778,False,3.55078125,36,38
Spiele die Aufnahme,11,3,"-a, o→aʊ, ɑ→ɑː",0.21428571428571427,False,1.6904296875,14,13
Der Hersteller setzt nun ausschließlich auf Kondensatoren mit festem Elektrolyt.,49,16,"eː→ɛ, +ɾ, ɐ→ɾ, eː→ɛ, ɐ→ɾ, -l, ɐ→ɜ, -t, s→ts, +n, ɑ→a, o→oː, ɾ→r, eː→e, o→oː, j→y",0.25396825396825395,False,7.390625,63,63
"Die Menschen, die hier leben, die müssen sehen: Es gibt Arbeitsplätze und da haben wir im Augenblick Probleme nach der Eurokrise, nach der internationalen Finanzkrise.",94,33,"-z, ç→ʃ, ɐ→ɾ, +y, -., eː→ɛ, -a, e→aɪ, s→ts, -t, s→ts, +d, ː→a, aː→ɑː, ɐ→ɾ, ʀ→ɾ, o→oː, aː→ɑː, eː→ɛ, ɐ→ɾ, ɔ→oɪ, ʁ→r, ɔ→oː, ʁ→ɾ, aː→ɑː, eː→ɛ, ɐ→ɾ, ɑ→a, t→ts, s→j, a→ɑː, ɪ→iː, ʁ→ɾ",0.264,False,10.6171875,125,123
"Nasale sind schwierig zu sprechen, wenn man nicht gerade französisch aufgewachsen ist.",49,18,"aː→a, ɐ→r, -ç, t→k, s→ts, ʁ→ɾ, +ə, +n, n̩→n, ə→ɪ, ʁ→r, aː→a, ʁ→ɾ, -t, s→ts, øː→yː, -a, o→aʊ",0.27692307692307694,False,5.7890625,65,64
erzähl uns von,10,2,"ɐ→ɾ, +s",0.18181818181818182,False,1.5498046875,11,12
purpur,3,3,"ʊ→uː, -ɾ, -ɐ",0.5,False,1.259765625,6,4
Wann haben wir noch mal geheiratet?,20,7,"aː→ɑː, ɐ→ɾ, aː→ɑː, -a, e→aɪ, ɾ→r, ɑ→a",0.25925925925925924,False,2.080078125,27,26
All das muss in der logistischen Planung berücksichtigt werden.,36,13,"-l, +s, eː→ɛ, ɐ→ɾ, ɔ→oː, ɟ→ɡ, a→ɑː, +r, ɾ→y, eː→ɛ, ɐ→ɾ, +ə, n̩→n",0.2826086956521739,False,3.44921875,46,48
Eine Ehe darf nur bei freier und uneingeschränkter Willenseinigung der künftigen Ehegatten geschlossen werden.,63,21,"ɐ→ɾ, ʀ→r, +j, ɐ→ɜ, +n, -a, e→aɪ, +r, ɐ→ə, z→s, +k, eː→ɛ, ɐ→ɾ, +y, e→ə, +ə, n̩→n, eː→ɛ, ɐ→ɾ, +ə, n̩→n",0.2727272727272727,False,6.98046875,77,83
Bölken Sie woanders herum!,15,5,"-b, œ→ə, o→oː, ɐ→a, ɾ→r",0.25,False,1.6396484375,20,19
Einige der Flugbegleiter machen krumme Geschäfte mit dem Bodenpersonal.,45,13,"-a, e→aɪ, eː→ɛ, ɐ→ɾ, aj→aɪ, tʰ→t, ɐ→ɜ, ʊ→r, m→ʊ, o→oː, ɛ→ə, +ɾ, a→ɑː",0.22807017543859648,False,4.26171875,57,57
Augen zu und durch!,8,6,"ŋ̩→ə, t→n, s→ts, +t, ʊ→oː, ʁ→ɾ",0.46153846153846156,False,1.650390625,13,14
"Sie hatten recht, die Auswahl ist in der Tat etwas reichhaltiger.",32,13,"+ə, n̩→n, ʁ→r, -a, o→aʊ, ɑ→ɑː, eː→ɛ, ɐ→ɾ, ɾ→r, a→aɪ, e→ç, ç→h, ɐ→ə",0.29545454545454547,False,4.3984375,44,44
Schon Säuglinge haben einen Greifreflex.,23,9,"-ɔ, ø→aʊ, aː→ɑː, -a, e→aɪ, ʁ→r, aj→aɪ, ʁ→r, ɛ→eː",0.28125,False,2.890625,32,30
Was ist der vierundzwanzigste April für ein Wochentag?,30,13,"eː→ɛ, ɐ→ɾ, ɐ→ɾ, ç→k, ʁ→ɾ, -yː, ɐ→y, ɛ→ɾ, ɪ→aɪ, +x, χ→ə, n̩→n, aː→ɑː",0.30952380952380953,False,3.51953125,42,42
"Name, Alter und Adresse herauszufinden, war für den Meisterdetektiv ein Leichtes.",44,23,"aː→ɑː, -ʁ, ɾ→r, -z, ɾ→r, -a, o→aʊ, -t, s→ts, uː→ʊ, +n, aː→ɑː, ɐ→ɾ, yː→uː, ɐ→ɾ, aj→aɪ, ɐ→ɜ, ɛ→iː, tʰ→t, -ɛ, ɪ→aɪ, -a, e→aɪ",0.3484848484848485,False,6.08984375,66,61
"Du begreifst aber das Dilemma, oder?",16,12,"+d, ː→uː, ɾ→r, -a, e→aɪ, ɑː→a, -e, ɾ→aɪ, iː→i, -m, ɑ→ɑː, ɐ→ɜ",0.4444444444444444,False,2.5,27,25
Party wurde nicht verändert.,17,6,"j→iː, ʊ→uː, ɛː→ɛ, ɐ→ɾ, -ɛ, ɾ→ɜ",0.2608695652173913,True,2.1796875,23,22
"Ah, voll durch die Brennnesseln gelaufen!",17,13,"aː→a, ʊ→uː, -ʁ, b→p, ʁ→r, -n, -n, ɛ→ɪ, -z, ɛ→ə, -l, -a, o→aʊ",0.43333333333333335,False,3.140625,30,24
Das Vergnügen ist ganz meinerseits.,17,14,"ɐ→ɾ, yː→uː, +ə, ŋ̩→n, +t, s→ts, -a, e→aɪ, -ɛ, ɾ→ɜ, -a, -e, t→aɪ, s→ts",0.4827586206896552,False,2.4609375,29,27
Vom dritten Teilnehmer in der Runde kamen reihenweise bissige Kommentare.,41,17,"v→f, oː→ɔ, ɾ→r, ɐ→ɜ, eː→ɛ, ɐ→ɾ, ɾ→r, ɾ→r, -a, e→aɪ, -a, e→aɪ, -z, o→ɔ, -m, a→ɑː, ɽ→r",0.29310344827586204,False,4.76953125,58,54
Nicht immer ist der technische Fortschritt offensichtlich.,35,4,"ɐ→ɜ, eː→ɛ, ɐ→ɾ, -ç",0.10256410256410256,False,3.359375,39,38
"Erstaunlich, was alles in diesem Buch steht!",24,9,"+ɛ, ɛː→ɾ, ɐ→ɾ, -a, o→aʊ, i→iː, -ə, s→z, e→eː",0.28125,False,2.8203125,32,31
Immer geht es um Macht und Vorherschaft oder natürlich Rohstoffe.,33,13,"ɐ→ɜ, e→eː, eː→ɛ, ɐ→ɾ, eː→ɛ, ɐ→ɾ, ɐ→ɜ, yː→y, ʁ→ɾ, ɾ→r, o→oː, s→ʃ, -f",0.2826086956521739,False,4.3515625,46,45
Am Pier findet eine Schiffstaufe statt.,22,4,"m→n, pʰ→p, ɪ→iː, ɐ→ə",0.15384615384615385,False,3.19921875,26,26
Jetzt hat er mich einfach gelindnert.,22,5,"t→ts, eː→ɛ, ɐ→ɾ, t→d, ɐ→ə",0.18518518518518517,False,2.599609375,27,27
Hoffentlich war darin nichts zerbrechliches.,23,13,"-h, -f, ɛ→ə, aː→ɑː, ɐ→ɾ, a→ɑː, ɾ→r, -s, t→ts, s→ts, ɛː→ɛ, ɐ→ɾ, ʁ→ɾ",0.3611111111111111,False,2.720703125,36,33
"Häufig werben die Händler mit dem Gegenteil von dem, was sie liefern.",42,10,"-ɔ, ø→aʊ, ç→k, ʁ→ɾ, ɐ→ɜ, ə→eː, -ə, iː→aɪ, +s, ɐ→ɜ",0.19607843137254902,False,4.5703125,51,50
In der S-Bahn traf ich einen alten Bekannten.,24,11,"eː→ɛ, ɐ→ɾ, ɑ→ɑː, ʀ→ɾ, aː→ɑː, -a, e→aɪ, +ə, n̩→n, -n, -t",0.3235294117647059,False,3.400390625,34,32
"Es hat mir gezeigt, dass ich wieder etwas fühle.",25,10,"eː→ɛ, +ɾ, s→ɾ, æ→ɾ, -t, s→ts, -a, e→aɪ, ɐ→ɜ, j→uː",0.29411764705882354,False,3.080078125,34,33
Wahrscheinlich tritt er dann wieder diesem Kegelclub bei oder so.,30,17,"ɑ→ɑː, -z, x→ʃ, -ə, ɪ→aɪ, eː→ɛ, ɐ→ɾ, ɐ→ɜ, i→iː, -ə, s→z, ɛ→ə, -l, t→k, -s, u→ʊ, ɐ→ɜ",0.3617021276595745,False,3.7109375,47,42
Hoffentlich überzieht mein Vorredner nicht wieder.,24,13,"-f, ɛ→ə, yː→y, -ɛ, -ɾ, t→ɜ, s→ts, ɐ→ɾ, ɾ→r, ɛ→eː, d→t, ɐ→ɜ, ɐ→ɜ",0.35135135135135137,False,3.19921875,37,34
Das System ist auf dem neuesten Stand.,26,3,"ɔ→aʊ, +ə, n̩→n",0.10714285714285714,False,2.76953125,28,29
Afghanistans Energienetz war in den folgenden Jahren in miteinander nicht verbundene Teilnetze getrennt.,66,21,"aː→a, a→ɑː, aː→ɑː, eː→ɪ, -t, s→ts, aː→ɑː, ɐ→ɾ, ɛ→ə, ɑ→ɑː, ɾ→r, -., -., ɐ→ɜ, ɛː→ɛ, ɐ→ɾ, -a, e→aɪ, -t, s→ts, -n",0.2413793103448276,False,7.23046875,87,81
Astrid Diekmann geht es gar nicht gut.,21,6,"ʁ→r, iː→ɪ, e→eː, eː→ɛ, aː→a, ɐ→ɾ",0.2222222222222222,False,2.880859375,27,27
"Also, Frauen in allen Bereichen zu fördern, ist, glaube ich, die richtige Antwort, um das dann immer mehr auch in diesen MINT-Bereichen populär zu machen.",86,25,"+ɾ, ʀ→r, ɾ→r, -a, e→aɪ, -t, s→ts, ʁ→ɾ, ɐ→ɜ, -a, o→aʊ, ɾ→r, v→f, ɐ→ɜ, ɐ→ɾ, i→iː, -ə, s→z, ɾ→r, -a, e→aɪ, u→uː, ɛ→eː, -t, s→ts",0.22727272727272727,False,10.5,110,105
Vielleicht ist die Bockwurst einmal der Thüringer Bratwurst ebenbürtig.,37,17,"i→iː, -ɾ, -a, e→aɪ, a→ɑː, eː→ɛ, ɐ→ɾ, yː→y, ʁ→r, -ə, ʁ→ɜ, ʀ→r, aː→ɑː, ʁ→ɾ, ɛ→ə, +ø, ç→k",0.32075471698113206,False,4.859375,53,51
Mit dieser Einstellung zieht man alle Register.,25,10,"-ə, -ʁ, a→ɜ, e→aɪ, -l, -t, s→ts, ɾ→r, e→eː, ɐ→ɜ",0.2857142857142857,False,4.08984375,35,31
